season,mnth,weekday,weathersit,yr,hr,holiday,workingday,temp,atemp,hum,windspeed,cnt
summer,Sep,Thu,clear,2011,0,0,1,21.14,22.9994,78.0,6.0032,33
spring,Jun,Mon,clear,2012,18,0,0,30.54,32.0018,38.0,15.0013,490
fall,Oct,Sun,clear,2011,8,0,0,10.8,11.000600000000002,71.0,0.0,114
spring,May,Mon,clear,2011,13,0,0,21.14,22.9994,73.0,19.0012,456
spring,Jun,Wed,cloudy,2011,14,0,1,22.08,24.9992,47.0,12.998,159
fall,Dec,Wed,cloudy,2012,22,0,1,15.5,15.9968,63.0,19.9995,181
fall,Sep,Sat,clear,2011,1,0,1,16.44,17.0,77.0,6.0032,23
spring,Jun,Mon,clear,2011,11,0,0,28.660000000000004,32.0018,55.00000000000001,7.0015,367
fall,Nov,Mon,clear,2012,8,0,0,7.040000000000001,5.997799999999998,87.0,7.0015,119
spring,Apr,Tue,rain,2012,1,0,1,11.739999999999998,11.997200000000005,88.0,6.0032,5
spring,May,Wed,clear,2012,2,0,1,23.96,26.002399999999994,83.0,8.9981,8
fall,Nov,Sat,clear,2011,6,1,0,5.160000000000002,1.0015999999999998,45.0,22.0028,46
fall,Oct,Sat,clear,2011,20,0,1,16.44,17.0,42.0,12.998,196
fall,Nov,Sat,clear,2012,18,0,1,7.98,5.997799999999998,53.0,11.0014,505
winter,Jan,Sat,clear,2011,9,0,1,1.4000000000000004,-4.001200000000001,51.0,23.9994,166
winter,Feb,Sat,rain,2011,13,0,1,17.380000000000003,18.0032,60.0,31.0009,83
winter,Feb,Tue,clear,2012,13,0,1,10.8,11.000600000000002,43.0,19.0012,182
spring,Apr,Sun,cloudy,2011,0,0,0,6.1,3.0014000000000003,87.0,15.0013,31
summer,Aug,Sun,rain,2011,12,0,0,23.020000000000003,24.0026,83.0,32.9975,76
spring,May,Tue,cloudy,2011,13,0,1,26.78,28.9988,57.99999999999999,27.9993,204
summer,Sep,Fri,cloudy,2011,5,0,1,20.2,18.0032,94.0,7.0015,30
fall,Nov,Thu,clear,2011,5,0,1,6.1,5.997799999999998,87.0,0.0,28
winter,Mar,Thu,clear,2012,5,0,1,12.68,13.0004,82.0,8.9981,27
summer,Jul,Wed,clear,2012,9,0,1,29.6,32.9984,49.0,11.0014,272
fall,Oct,Fri,clear,2012,19,0,1,23.020000000000003,24.9992,56.99999999999999,7.0015,534
winter,Feb,Sat,clear,2011,18,0,1,7.040000000000001,3.0014000000000003,49.0,32.9975,157
fall,Nov,Tue,clear,2012,4,0,1,2.34,1.9982000000000009,69.0,0.0,10
fall,Nov,Thu,clear,2011,3,0,1,6.1,5.997799999999998,75.0,0.0,2
winter,Feb,Mon,cloudy,2011,7,0,0,2.34,1.9982000000000009,55.00000000000001,0.0,3
summer,Jul,Thu,clear,2012,1,0,1,22.08,22.0028,89.0,0.0,14
summer,Sep,Wed,cloudy,2011,22,0,1,17.380000000000003,18.0032,94.0,22.0028,84
winter,Jan,Sun,cloudy,2012,11,0,0,0.4599999999999991,-2.0013999999999985,86.0,7.0015,63
fall,Oct,Fri,clear,2011,20,0,1,15.5,15.9968,77.0,7.0015,260
spring,Apr,Fri,clear,2011,9,0,1,13.62,13.997,51.0,8.9981,170
winter,Dec,Mon,clear,2012,8,0,0,3.28,-2.9979999999999998,52.0,31.0009,33
summer,Aug,Wed,clear,2011,3,0,1,23.020000000000003,24.9992,74.0,12.998,5
fall,Oct,Sun,rain,2011,16,0,0,2.34,-2.9979999999999998,93.0,22.0028,22
fall,Oct,Sat,clear,2012,21,0,1,10.8,11.000600000000002,54.0,12.998,190
spring,Apr,Thu,clear,2012,18,0,1,20.2,22.9994,20.0,19.0012,709
spring,Jun,Thu,clear,2011,16,0,1,27.72,28.002199999999995,27.0,8.9981,312
summer,Sep,Thu,cloudy,2011,21,0,1,23.020000000000003,24.9992,65.0,15.0013,213
spring,Apr,Sat,clear,2012,8,0,1,9.86,9.9974,46.0,11.0014,563
fall,Dec,Sun,clear,2011,15,0,0,7.98,3.998000000000001,34.0,23.9994,299
summer,Jul,Fri,clear,2012,16,0,1,36.18,42.0008,38.0,26.0027,374
summer,Jul,Mon,clear,2012,3,0,0,29.6,34.998200000000004,59.0,7.0015,35
spring,Jun,Thu,clear,2011,9,0,1,20.2,24.9992,49.0,0.0,207
spring,May,Mon,clear,2011,3,0,0,10.8,11.000600000000002,82.0,7.0015,23
winter,Jan,Sun,rain,2012,14,0,0,1.4000000000000004,-2.9979999999999998,80.0,12.998,95
fall,Nov,Thu,clear,2012,23,0,1,7.040000000000001,7.000999999999998,61.0,0.0,57
spring,Mar,Thu,cloudy,2011,3,0,1,7.98,5.001199999999997,76.0,16.997899999999998,3
fall,Nov,Thu,cloudy,2012,19,0,1,6.1,1.9982000000000009,56.00000000000001,19.9995,319
summer,Jun,Sun,cloudy,2011,2,0,0,23.020000000000003,24.9992,50.0,12.998,59
summer,Aug,Thu,clear,2011,3,0,1,24.9,26.998999999999995,57.99999999999999,11.0014,4
fall,Dec,Sat,cloudy,2011,17,0,1,7.040000000000001,3.998000000000001,45.0,19.0012,365
spring,May,Sat,rain,2011,13,0,1,20.2,24.9992,56.00000000000001,19.0012,232
fall,Nov,Mon,clear,2011,18,0,0,11.739999999999998,11.997200000000005,71.0,7.0015,185
spring,Apr,Thu,clear,2011,0,0,1,20.2,20.9996,83.0,15.0013,27
fall,Nov,Thu,clear,2011,12,0,1,15.5,15.9968,51.0,11.0014,180
summer,Jul,Sun,clear,2011,17,0,0,27.72,28.9988,45.0,15.0013,475
summer,Aug,Sat,clear,2012,1,0,1,24.9,28.002199999999995,74.0,12.998,43
winter,Feb,Tue,cloudy,2011,6,0,1,7.98,7.000999999999998,96.0,7.0015,28
summer,Aug,Sat,clear,2012,17,0,1,29.6,32.9984,52.0,19.0012,730
winter,Dec,Fri,clear,2012,20,0,1,3.28,-0.0015999999999998,60.0,11.0014,91
summer,Aug,Tue,clear,2011,0,0,1,24.9,28.002199999999995,79.0,7.0015,30
summer,Jul,Fri,clear,2012,1,0,1,26.78,30.001999999999995,66.0,6.0032,25
fall,Dec,Wed,cloudy,2012,21,0,1,15.5,15.9968,63.0,16.997899999999998,280
winter,Feb,Mon,clear,2011,1,0,0,3.28,-2.9979999999999998,41.0,31.0009,16
summer,Jul,Wed,clear,2011,15,0,1,34.300000000000004,40.001000000000005,42.0,23.9994,148
spring,May,Mon,cloudy,2012,8,0,0,15.5,15.9968,88.0,8.9981,114
spring,May,Tue,clear,2011,23,1,0,24.9,28.002199999999995,84.0,7.0015,48
summer,Jul,Fri,clear,2011,19,0,1,32.42,44.9972,67.0,19.0012,284
spring,Mar,Mon,clear,2012,16,0,0,14.56,15.0002,77.0,0.0,492
fall,Oct,Fri,clear,2011,21,0,1,10.8,11.000600000000002,62.0,35.0008,132
spring,May,Mon,clear,2012,22,0,0,21.14,22.9994,73.0,22.0028,145
winter,Feb,Sat,cloudy,2012,6,0,1,10.8,11.000600000000002,87.0,11.0014,82
summer,Jun,Thu,clear,2012,14,0,1,29.6,28.9988,24.0,23.9994,270
winter,Dec,Fri,clear,2012,12,0,1,6.1,1.9982000000000009,49.0,31.0009,109
fall,Sep,Tue,clear,2011,14,0,1,24.9,26.998999999999995,70.0,11.0014,154
summer,Jul,Mon,cloudy,2012,8,0,0,22.08,22.9994,78.0,0.0,153
fall,Oct,Mon,clear,2011,13,0,0,16.44,17.0,55.00000000000001,12.998,415
winter,Feb,Thu,rain,2012,12,0,1,7.040000000000001,3.998000000000001,93.0,22.0028,70
fall,Oct,Thu,cloudy,2012,19,0,1,22.08,24.9992,53.0,6.0032,572
spring,Apr,Wed,cloudy,2011,7,0,1,16.44,17.0,55.00000000000001,0.0,188
spring,May,Fri,clear,2011,22,0,1,14.56,15.0002,39.0,12.998,165
winter,Jan,Wed,cloudy,2011,23,0,1,2.34,-0.9982000000000006,64.0,11.0014,40
winter,Mar,Sun,cloudy,2011,15,0,0,13.62,13.997,63.0,19.9995,205
spring,May,Sat,clear,2011,4,0,1,22.08,24.0026,69.0,8.9981,7
summer,Sep,Thu,clear,2012,19,0,1,18.320000000000004,18.9998,43.0,15.0013,611
summer,Jul,Sat,cloudy,2012,23,0,1,25.84,26.998999999999995,45.0,8.9981,212
summer,Aug,Sun,clear,2012,3,0,0,25.84,30.9986,84.0,8.9981,30
winter,Jan,Sun,clear,2012,0,0,0,6.1,3.0014000000000003,52.0,19.0012,69
summer,Sep,Wed,clear,2012,9,0,1,20.2,24.9992,49.0,0.0,358
fall,Oct,Tue,clear,2011,11,0,1,18.320000000000004,18.9998,43.0,0.0,166
spring,May,Fri,cloudy,2011,8,0,1,16.44,17.0,88.0,0.0,487
winter,Dec,Mon,clear,2012,3,0,0,1.4000000000000004,-2.0013999999999985,51.0,8.9981,9
summer,Jul,Thu,cloudy,2011,13,0,1,26.78,30.001999999999995,70.0,7.0015,140
winter,Jan,Thu,cloudy,2012,11,0,1,6.1,1.9982000000000009,61.0,19.9995,157
fall,Nov,Tue,cloudy,2011,13,0,1,19.26,20.003,56.00000000000001,0.0,162
spring,Jun,Thu,cloudy,2011,9,0,1,26.78,30.9986,74.0,15.0013,207
summer,Jul,Wed,clear,2012,14,0,1,34.300000000000004,34.998200000000004,25.0,12.998,310
fall,Nov,Sun,clear,2012,21,0,0,3.28,-0.9982000000000006,44.0,12.998,75
spring,May,Tue,clear,2011,17,0,1,23.020000000000003,24.9992,65.0,12.998,537
summer,Sep,Sun,clear,2011,7,0,0,21.14,22.9994,73.0,12.998,38
fall,Nov,Fri,cloudy,2012,3,0,1,4.220000000000001,3.0014000000000003,70.0,6.0032,2
summer,Aug,Tue,clear,2011,2,0,1,24.9,28.002199999999995,74.0,7.0015,11
winter,Mar,Wed,clear,2011,1,0,1,4.220000000000001,-0.9982000000000006,70.0,23.9994,3
spring,May,Sat,clear,2011,20,0,1,19.26,20.003,64.0,7.0015,220
fall,Nov,Wed,cloudy,2011,20,0,1,9.86,9.9974,87.0,16.997899999999998,184
summer,Jul,Mon,clear,2012,14,0,0,34.300000000000004,38.0012,37.0,16.997899999999998,476
fall,Oct,Tue,clear,2011,12,0,1,18.320000000000004,18.9998,40.0,6.0032,205
summer,Sep,Fri,clear,2011,16,0,1,26.78,28.002199999999995,51.0,12.998,308
winter,Jan,Mon,cloudy,2011,10,0,0,0.4599999999999991,-0.0015999999999998,80.0,0.0,64
summer,Sep,Thu,clear,2011,5,0,1,19.26,20.003,88.0,7.0015,31
spring,Apr,Fri,clear,2012,11,0,1,11.739999999999998,11.997200000000005,47.0,19.9995,224
spring,Apr,Sat,cloudy,2011,23,0,1,6.1,3.0014000000000003,93.0,15.0013,35
summer,Aug,Thu,clear,2011,17,0,1,29.6,32.9984,49.0,15.0013,552
fall,Nov,Tue,cloudy,2012,23,1,0,17.380000000000003,18.0032,77.0,15.0013,63
fall,Oct,Fri,cloudy,2011,17,0,1,15.5,15.9968,72.0,31.0009,322
summer,Aug,Tue,clear,2012,23,0,1,24.9,28.002199999999995,84.0,11.0014,114
spring,May,Wed,clear,2011,15,0,1,34.300000000000004,38.0012,37.0,11.0014,175
spring,Apr,Fri,clear,2012,6,0,1,8.919999999999998,5.997799999999998,46.0,22.0028,126
fall,Dec,Mon,cloudy,2012,22,0,0,12.68,13.0004,77.0,12.998,96
summer,Jul,Mon,clear,2011,12,0,0,30.54,34.0016,46.0,19.0012,377
summer,Aug,Tue,clear,2011,7,0,1,20.2,24.0026,60.0,15.0013,284
fall,Nov,Sun,clear,2012,6,0,0,3.28,1.0015999999999998,93.0,6.0032,16
winter,Jan,Tue,clear,2011,22,0,1,-1.419999999999999,-6.001,69.0,8.9981,20
spring,Mar,Sat,clear,2012,3,0,1,7.98,5.997799999999998,61.0,8.9981,7
spring,Apr,Wed,clear,2012,17,0,1,16.44,17.0,22.0,26.0027,691
fall,Dec,Tue,cloudy,2012,10,0,1,12.68,13.0004,94.0,15.0013,133
fall,Nov,Wed,clear,2012,15,0,1,7.98,5.001199999999997,46.0,16.997899999999998,272
spring,Jun,Sat,cloudy,2012,3,0,1,21.14,22.9994,73.0,6.0032,4
fall,Nov,Sat,clear,2011,16,0,1,7.98,5.997799999999998,29.0,8.9981,209
winter,Feb,Sat,rain,2011,14,0,1,18.320000000000004,18.9998,56.00000000000001,40.9973,85
summer,Sep,Fri,clear,2012,20,0,1,21.14,24.0026,69.0,7.0015,463
winter,Dec,Tue,clear,2012,23,0,1,4.220000000000001,1.9982000000000009,65.0,8.9981,49
winter,Feb,Mon,clear,2011,23,0,0,10.8,11.000600000000002,35.0,23.9994,30
spring,May,Tue,clear,2011,22,1,0,25.84,30.001999999999995,74.0,11.0014,106
fall,Dec,Sun,clear,2011,17,0,0,4.220000000000001,1.0015999999999998,48.0,15.0013,165
winter,Feb,Fri,clear,2011,20,0,1,-1.419999999999999,-4.001200000000001,31.0,6.0032,97
spring,Mar,Wed,clear,2012,0,0,1,7.040000000000001,3.0014000000000003,26.0,35.0008,10
spring,May,Mon,cloudy,2012,19,0,0,20.2,24.0026,64.0,11.0014,383
winter,Jan,Sun,rain,2011,4,0,0,0.4599999999999991,-2.9979999999999998,55.00000000000001,11.0014,1
fall,Dec,Mon,cloudy,2012,2,0,0,7.98,7.000999999999998,87.0,6.0032,87
fall,Oct,Sun,cloudy,2012,5,0,0,15.5,15.9968,82.0,12.998,9
winter,Jan,Sun,cloudy,2012,19,0,0,0.4599999999999991,-6.001,80.0,26.0027,85
summer,Jul,Sat,clear,2011,8,0,1,22.08,24.0026,65.0,16.997899999999998,564
fall,Sep,Mon,clear,2012,10,0,0,17.380000000000003,18.0032,45.0,16.997899999999998,489
spring,May,Sat,clear,2012,15,0,1,23.020000000000003,24.9992,36.0,12.998,391
fall,Nov,Sat,clear,2012,0,0,1,7.98,5.997799999999998,56.99999999999999,11.0014,50
spring,May,Wed,clear,2011,16,0,1,25.84,28.002199999999995,54.0,31.0009,271
summer,Jul,Sat,cloudy,2012,5,0,1,23.020000000000003,22.9994,89.0,8.9981,42
winter,Dec,Tue,clear,2012,5,0,1,-0.4799999999999995,-6.001,64.0,12.998,9
spring,May,Fri,clear,2012,12,0,1,25.84,26.998999999999995,37.0,12.998,292
summer,Aug,Thu,clear,2012,13,0,1,26.78,28.002199999999995,42.0,0.0,300
fall,Sep,Tue,clear,2012,13,0,1,20.2,24.9992,31.0,19.9995,328
summer,Jul,Sun,clear,2011,18,0,0,30.54,32.0018,36.0,7.0015,378
summer,Aug,Sat,cloudy,2012,11,0,1,31.48,36.001400000000004,49.0,19.0012,263
spring,Mar,Tue,clear,2012,20,0,1,10.8,11.000600000000002,26.0,35.0008,221
fall,Oct,Sun,clear,2011,13,0,0,21.14,24.9992,46.0,7.0015,485
winter,Jan,Sun,clear,2012,16,0,0,11.739999999999998,11.997200000000005,44.0,23.9994,407
fall,Oct,Tue,cloudy,2012,3,0,1,18.320000000000004,18.9998,73.0,16.997899999999998,4
winter,Dec,Mon,clear,2011,11,0,0,6.1,3.998000000000001,70.0,11.0014,85
winter,Feb,Wed,clear,2012,4,0,1,2.34,1.9982000000000009,64.0,0.0,2
spring,May,Wed,cloudy,2012,0,0,1,15.5,15.9968,59.0,12.998,35
spring,Apr,Fri,clear,2011,21,0,1,18.320000000000004,18.9998,46.0,8.9981,194
summer,Aug,Tue,clear,2011,16,0,1,25.84,26.998999999999995,42.0,11.0014,282
spring,May,Tue,cloudy,2012,12,0,1,20.2,20.9996,83.0,16.997899999999998,170
summer,Jul,Mon,clear,2011,18,0,0,32.42,36.001400000000004,41.0,19.0012,304
winter,Feb,Thu,clear,2011,7,0,1,-2.3600000000000003,-6.001,54.0,8.9981,96
spring,Apr,Fri,clear,2011,0,0,1,9.86,9.9974,76.0,8.9981,21
summer,Jun,Sun,clear,2012,10,0,0,26.78,28.9988,55.00000000000001,12.998,494
summer,Jun,Tue,clear,2011,18,0,1,26.78,28.002199999999995,51.0,0.0,591
fall,Dec,Fri,clear,2011,20,0,1,4.220000000000001,1.9982000000000009,60.0,7.0015,175
spring,Jun,Sat,rain,2012,17,0,1,24.9,26.998999999999995,70.0,16.997899999999998,227
summer,Sep,Sat,clear,2012,22,0,1,21.14,22.0028,83.0,12.998,229
spring,Apr,Sun,rain,2011,12,0,0,7.040000000000001,5.997799999999998,81.0,8.9981,184
spring,Apr,Sun,clear,2012,10,0,0,13.62,13.997,51.0,11.0014,406
spring,Jun,Sat,clear,2011,13,0,1,31.48,34.0016,44.0,7.0015,189
summer,Aug,Thu,clear,2012,23,0,1,23.020000000000003,24.9992,56.99999999999999,0.0,157
spring,Mar,Wed,cloudy,2011,7,0,1,10.8,11.000600000000002,76.0,7.0015,136
summer,Sep,Tue,clear,2012,5,0,1,14.56,15.0002,82.0,6.0032,45
fall,Oct,Wed,rain,2012,3,0,1,8.919999999999998,5.997799999999998,87.0,19.0012,3
fall,Sep,Fri,cloudy,2012,13,0,1,26.78,28.002199999999995,48.0,0.0,326
summer,Aug,Thu,clear,2011,9,0,1,22.08,24.0026,69.0,6.0032,244
winter,Jan,Sun,clear,2012,11,0,0,7.98,5.001199999999997,56.99999999999999,15.0013,324
summer,Jul,Tue,clear,2011,10,0,1,29.6,34.0016,55.00000000000001,23.9994,117
winter,Feb,Sat,cloudy,2011,7,0,1,11.739999999999998,11.997200000000005,77.0,15.0013,116
spring,Jun,Mon,clear,2012,12,0,0,23.020000000000003,24.9992,39.0,19.9995,684
fall,Oct,Thu,rain,2011,12,0,1,17.380000000000003,18.0032,88.0,22.0028,62
summer,Jul,Sat,cloudy,2012,1,0,1,23.96,26.002399999999994,54.0,7.0015,59
winter,Jan,Sun,clear,2012,5,0,0,-1.419999999999999,-6.001,50.0,8.9981,4
winter,Jan,Sat,cloudy,2011,23,0,1,0.4599999999999991,-2.9979999999999998,51.0,11.0014,15
winter,Jan,Mon,clear,2011,18,0,0,-0.4799999999999995,-6.9976,40.0,22.0028,48
fall,Oct,Mon,rain,2011,17,0,0,8.919999999999998,7.000999999999998,87.0,11.0014,167
spring,Jun,Sun,clear,2011,2,0,0,20.2,20.003,88.0,0.0,53
winter,Feb,Thu,clear,2012,2,0,1,4.220000000000001,3.998000000000001,65.0,0.0,1
summer,Jul,Sat,clear,2011,11,0,1,35.24,42.0008,40.0,19.9995,161
spring,Apr,Sat,clear,2012,19,0,1,17.380000000000003,18.0032,24.0,11.0014,427
summer,Aug,Sat,cloudy,2012,20,0,1,24.9,26.998999999999995,65.0,15.0013,363
fall,Nov,Mon,cloudy,2011,6,0,0,11.739999999999998,11.997200000000005,67.0,16.997899999999998,9
winter,Dec,Mon,clear,2012,17,0,0,4.220000000000001,-0.9982000000000006,41.0,22.0028,123
winter,Feb,Fri,cloudy,2011,9,0,1,3.28,-2.0013999999999985,75.0,19.9995,137
winter,Jan,Mon,rain,2012,20,0,0,-0.4799999999999995,-4.997800000000002,86.0,11.0014,74
spring,May,Thu,clear,2011,20,0,1,17.380000000000003,18.0032,64.0,8.9981,273
fall,Dec,Sun,clear,2011,5,0,0,3.28,1.0015999999999998,70.0,6.0032,6
spring,Apr,Sun,clear,2012,11,0,0,16.44,17.0,45.0,12.998,564
spring,May,Sat,clear,2011,9,0,1,13.62,13.997,67.0,19.0012,188
fall,Nov,Fri,clear,2012,15,0,1,8.919999999999998,5.997799999999998,43.0,19.0012,220
summer,Jul,Tue,clear,2012,11,0,1,31.48,36.998000000000005,53.0,15.0013,182
summer,Jul,Sat,clear,2011,1,0,1,23.020000000000003,24.9992,50.0,0.0,31
summer,Sep,Sun,clear,2011,5,0,0,13.62,13.997,72.0,11.0014,5
summer,Sep,Thu,clear,2011,2,0,1,17.380000000000003,18.0032,94.0,0.0,6
fall,Nov,Sun,clear,2012,20,0,0,3.28,-2.0013999999999985,44.0,19.0012,58
spring,Apr,Fri,cloudy,2011,11,0,1,21.14,22.0028,83.0,19.0012,84
summer,Jul,Sun,clear,2011,16,0,0,33.36,32.9984,22.0,15.0013,398
summer,Jul,Tue,cloudy,2011,12,1,0,28.660000000000004,30.9986,52.0,0.0,447
summer,Jun,Tue,clear,2012,20,0,1,25.84,26.998999999999995,30.0,30.0026,475
spring,May,Thu,cloudy,2012,2,0,1,20.2,20.9996,83.0,11.0014,12
winter,Jan,Tue,cloudy,2011,11,1,0,-0.4799999999999995,-6.001,55.00000000000001,12.998,64
fall,Nov,Mon,cloudy,2011,12,0,0,16.44,17.0,29.0,27.9993,354
summer,Jul,Thu,clear,2011,12,0,1,30.54,30.9986,30.0,19.0012,169
winter,Feb,Wed,clear,2011,4,0,1,4.220000000000001,1.0015999999999998,93.0,11.0014,3
winter,Jan,Mon,cloudy,2011,22,0,0,1.4000000000000004,-2.0013999999999985,49.0,8.9981,21
fall,Oct,Thu,clear,2011,1,0,1,14.56,15.0002,77.0,11.0014,11
spring,Apr,Fri,clear,2012,22,0,1,16.44,17.0,83.0,11.0014,183
spring,Apr,Fri,clear,2011,15,0,1,16.44,17.0,29.0,27.9993,235
spring,Jun,Mon,clear,2011,7,0,0,22.08,22.9994,78.0,7.0015,34
spring,Apr,Mon,cloudy,2012,11,0,0,10.8,11.000600000000002,71.0,12.998,451
summer,Aug,Sun,clear,2011,5,0,0,20.2,20.9996,83.0,0.0,8
spring,Jun,Tue,clear,2012,3,0,1,22.08,22.9994,78.0,7.0015,6
winter,Mar,Wed,cloudy,2012,6,0,1,16.44,17.0,94.0,11.0014,100
fall,Oct,Wed,cloudy,2012,0,0,1,18.320000000000004,18.9998,73.0,0.0,31
fall,Oct,Wed,cloudy,2011,9,0,1,16.44,17.0,77.0,6.0032,227
spring,Apr,Sun,clear,2012,9,0,0,10.8,11.000600000000002,30.0,16.997899999999998,276
spring,Jun,Thu,clear,2012,18,0,1,25.84,26.998999999999995,32.0,30.0026,744
spring,Mar,Sat,clear,2012,20,0,1,23.020000000000003,24.9992,47.0,8.9981,445
fall,Nov,Fri,clear,2012,12,0,1,10.8,11.000600000000002,24.0,32.9975,235
fall,Nov,Fri,clear,2011,3,0,1,9.86,9.9974,94.0,6.0032,11
summer,Sep,Sun,clear,2011,5,0,0,19.26,20.003,94.0,8.9981,8
winter,Jan,Sat,cloudy,2011,21,0,1,2.34,-0.9982000000000006,75.0,8.9981,58
spring,May,Sat,clear,2012,4,0,1,11.739999999999998,11.997200000000005,50.0,12.998,9
spring,Apr,Sat,clear,2011,5,0,1,7.98,5.001199999999997,53.0,15.0013,16
winter,Jan,Tue,clear,2011,8,0,1,-1.419999999999999,-8.0008,50.0,19.0012,154
summer,Jul,Mon,clear,2012,17,0,0,28.660000000000004,32.9984,59.0,0.0,270
spring,May,Wed,cloudy,2011,2,0,1,20.2,18.0032,94.0,12.998,10
summer,Aug,Mon,clear,2012,21,0,0,25.84,28.002199999999995,51.0,6.0032,220
winter,Feb,Thu,clear,2012,10,0,1,7.98,7.000999999999998,71.0,6.0032,139
fall,Nov,Thu,clear,2012,21,0,1,6.1,3.998000000000001,39.0,11.0014,223
spring,Jun,Fri,clear,2012,18,0,1,24.9,26.002399999999994,34.0,19.0012,813
spring,Jun,Wed,clear,2012,7,0,1,14.56,15.0002,77.0,19.9995,569
winter,Feb,Tue,clear,2012,12,0,1,5.160000000000002,1.0015999999999998,28.000000000000004,22.0028,118
summer,Sep,Thu,rain,2011,8,0,1,21.14,20.003,94.0,6.0032,328
spring,May,Thu,cloudy,2012,17,0,1,22.08,24.9992,53.0,8.9981,705
spring,Jun,Wed,clear,2012,21,0,1,23.96,26.002399999999994,83.0,7.0015,274
winter,Jan,Mon,clear,2012,16,0,0,2.34,-2.0013999999999985,29.0,19.9995,205
spring,Mar,Tue,rain,2011,6,0,1,7.040000000000001,3.998000000000001,76.0,16.997899999999998,32
fall,Sep,Mon,clear,2012,17,0,0,18.320000000000004,18.9998,35.0,19.9995,723
winter,Feb,Mon,clear,2011,22,0,0,10.8,11.000600000000002,35.0,19.9995,36
fall,Sep,Sun,clear,2012,5,0,0,15.5,15.9968,63.0,12.998,15
summer,Aug,Fri,clear,2012,17,0,1,30.54,32.0018,34.0,15.0013,844
summer,Sep,Wed,cloudy,2012,10,0,1,25.84,30.001999999999995,74.0,16.997899999999998,172
spring,May,Tue,cloudy,2012,22,0,1,17.380000000000003,18.0032,45.0,16.997899999999998,173
summer,Jun,Sat,cloudy,2012,19,0,1,27.72,30.001999999999995,55.00000000000001,35.0008,362
fall,Oct,Tue,cloudy,2012,6,0,1,18.320000000000004,18.9998,73.0,19.9995,147
winter,Dec,Fri,clear,2011,3,0,1,12.68,13.0004,67.0,11.0014,6
spring,May,Sun,clear,2011,12,0,0,20.2,24.9992,40.0,12.998,373
winter,Feb,Sun,cloudy,2012,22,0,0,3.28,1.0015999999999998,87.0,6.0032,95
spring,May,Tue,clear,2011,17,0,1,19.26,20.003,88.0,15.0013,274
summer,Jul,Tue,clear,2011,20,0,1,28.660000000000004,32.9984,59.0,15.0013,323
spring,Apr,Mon,clear,2011,0,0,0,16.44,17.0,83.0,15.0013,96
spring,Jun,Sun,clear,2011,10,0,0,22.08,24.9992,38.0,7.0015,317
fall,Dec,Thu,cloudy,2011,19,0,1,8.919999999999998,7.9975999999999985,62.0,7.0015,268
fall,Nov,Wed,rain,2011,15,0,1,10.8,11.000600000000002,87.0,22.0028,65
summer,Sep,Sat,clear,2012,18,0,1,25.84,26.998999999999995,45.0,15.0013,808
spring,May,Sat,clear,2012,7,0,1,18.320000000000004,18.9998,88.0,0.0,356
spring,Jun,Sun,clear,2011,22,0,0,23.020000000000003,24.0026,78.0,15.0013,190
spring,May,Fri,clear,2012,8,0,1,13.62,13.997,67.0,23.9994,630
fall,Oct,Tue,clear,2012,22,0,1,13.62,13.997,82.0,8.9981,183
winter,Feb,Tue,clear,2012,22,0,1,4.220000000000001,1.9982000000000009,56.00000000000001,7.0015,102
spring,Jun,Sun,clear,2012,13,0,0,30.54,30.001999999999995,24.0,19.0012,585
winter,Feb,Wed,clear,2012,14,0,1,10.8,11.000600000000002,28.000000000000004,7.0015,134
spring,May,Sun,clear,2011,5,0,0,18.320000000000004,18.9998,88.0,15.0013,7
spring,Mar,Fri,cloudy,2011,15,0,1,6.1,3.0014000000000003,70.0,16.997899999999998,90
fall,Oct,Sun,cloudy,2011,15,0,0,11.739999999999998,11.997200000000005,71.0,19.0012,195
winter,Jan,Wed,rain,2011,18,0,1,-0.4799999999999995,-4.001200000000001,93.0,7.0015,95
summer,Aug,Fri,clear,2011,21,0,1,24.9,26.998999999999995,48.0,6.0032,206
fall,Nov,Thu,clear,2012,15,0,1,8.919999999999998,5.997799999999998,32.0,22.0028,179
summer,Aug,Tue,clear,2011,5,0,1,24.9,28.002199999999995,79.0,6.0032,15
fall,Nov,Tue,clear,2012,5,0,1,2.34,-0.9982000000000006,69.0,11.0014,41
fall,Oct,Sun,rain,2011,18,0,0,9.86,9.9974,87.0,15.0013,140
winter,Mar,Wed,clear,2011,2,0,1,3.28,-0.0015999999999998,52.0,8.9981,1
fall,Sep,Mon,clear,2012,12,0,0,21.14,24.9992,41.0,19.9995,680
winter,Jan,Tue,clear,2011,6,0,1,-0.4799999999999995,-6.9976,69.0,22.0028,37
winter,Feb,Sun,cloudy,2012,13,0,0,6.1,3.0014000000000003,70.0,12.998,302
fall,Oct,Mon,rain,2012,15,0,0,11.739999999999998,11.997200000000005,77.0,8.9981,306
winter,Feb,Thu,cloudy,2011,21,0,1,-1.419999999999999,-6.001,86.0,11.0014,83
spring,May,Mon,clear,2011,16,0,0,23.96,26.002399999999994,61.0,8.9981,273
fall,Dec,Wed,cloudy,2011,2,0,1,13.62,13.997,87.0,12.998,3
summer,Sep,Fri,cloudy,2011,13,0,1,23.020000000000003,24.0026,83.0,12.998,193
